id,name,x,y,faction1,faction2,faction3,faction4,indType,factories,polType
2879,Thadora's Land,-442.840,-90.993,CF,null,null,null,Other,0,Other
2880,Zorn's Keep,-428.849,-112.788,CF,null,null,null,Other,0,Other
2881,Aea,156.052,-426.165,AuC,null,null,null,Other,0,Other
2882,Albiero,150.446,356.782,DC,Pesht Military District,Albiero Prefecture,null,Other,0,Minor Capital
2883,Argos,177.463,-484.335,I,null,null,null,Other,0,Other
2884,Belle Isle,445.267,-451.750,null,null,null,null,Other,0,Other
2885,Blackbone,-17.783,498.766,EF,null,null,null,Other,0,Other
2886,Cadiz,328.076,-424.041,null,null,null,null,Other,0,Other
2887,Carthage,199.053,-464.191,null,null,null,null,Other,0,Other
2888,Carvajal,417.122,-435.915,null,null,null,null,Other,0,Other
2889,Celano,323.458,-484.147,null,null,null,null,Other,0,Other
2890,Charleston,409.646,-389.515,null,null,null,null,Other,0,Other
2891,Cogdell,521.902,-141.513,FS,Crucis March,Minette Operational Area,Broken Wheel Combat Region,Other,0,Other
2892,Colchis,458.018,-498.371,null,null,null,null,Other,0,Other
2893,Cygnus,-7.084,-500.136,null,null,null,null,Other,0,Other
2894,Dante,427.860,175.122,OA,Ramora Province,null,null,Other,0,Other
2895,Davetal,271.495,-446.983,null,null,null,null,Other,0,Other
2896,Diik,531.014,-464.283,null,null,null,null,Other,0,Other
2897,Dormandaine,462.322,100.730,OA,Ramora Province,null,null,Other,0,Other
2898,Drask's Den,-86.539,489.182,OC,null,null,null,Other,0,Other
2899,Erod's Escape,483.634,-501.889,null,null,null,null,Other,0,Other
2900,Farstar,412.982,443.519,I,null,null,null,Other,0,Other
2901,Ferris,-55.392,506.363,OC,null,null,null,Other,0,Other
2902,Fronc,-1.121,-517.354,null,null,null,null,Other,0,Other
2903,Gant,311.293,-460.545,null,null,null,null,Other,0,Other
2904,Gaul,514.084,-487.592,null,null,null,null,Other,0,Other
2905,Hellespont,235.525,-512.462,null,null,null,null,Other,0,Other
2906,Hope,621.542,-342.980,I,null,null,null,Other,0,Other
2907,Independence,58.656,-505.063,null,null,null,null,Other,0,Other
2908,Kettering,446.672,-97.517,FS,Crucis March,Minette Operational Area,Point Barrow Combat Region,Other,0,Other
2909,Lastpost,565.533,-444.159,null,null,null,null,Other,0,Other
2910,Manaringaine,-30.427,518.044,EF,null,null,null,Other,0,Other
2911,Marknick,498.694,-483.195,null,null,null,null,Other,0,Other
2912,McEvans' Sacrifice,42.472,-520.243,I,null,null,null,Other,0,Other
2913,Micros,361.497,-433.497,null,null,null,null,Other,0,Other
2914,Mirfak,386.121,-478.358,null,null,null,null,Other,0,Other
2915,Orkney,378.867,-399.299,null,null,null,null,Other,0,Other
2916,Oscar,548.604,-451.750,null,null,null,null,Other,0,Other
2917,Placida,-117.687,490.786,OC,null,null,null,Other,0,Other
2918,Porthos,90.209,475.924,EF,null,null,null,Other,0,Other
2919,Regis Roost,153.512,-442.234,I(H),null,null,null,Other,0,Other
2920,Rezak's Hole,418.427,339.173,null,null,null,null,Other,0,Other
2921,Santander,77.800,481.099,I,null,null,null,Other,0,Other
2922,Siendou,-113.990,-291.702,FWL,null,null,null,Other,0,Other
2923,Sonnia,123.553,-41.932,FS,Capellan March,Kathil Operational Area,Valexa PDZ,Other,0,Other
2924,Spitz,221.008,-429.167,null,null,null,null,Other,0,Other
2925,The Rock,-82.203,500.490,OC,null,null,null,Other,0,Other
2926,Tyrrhenia,428.555,-488.473,null,null,null,null,Other,0,Other
2927,Úr Cruinne,-15.217,-471.939,null,null,null,null,Other,0,Other
2928,Arcadia,-115.655,1608.800,C,null,null,null,Other,0,Other
2929,Albion,-50.167,1792.150,CBR,null,null,null,Other,0,Faction Capital
2930,Babylon,-123.508,1600.890,C,null,null,null,Other,0,Other
2931,Circe,-122.574,1614.830,C,null,null,null,Other,0,Other
2932,Dagda,-132.266,1603.860,C,null,null,null,Other,0,Other
2933,Eden,-133.451,1613.750,C,null,null,null,Other,0,Other
2934,Radulov,-57.373,1603.160,C,null,null,null,Other,0,Other
2935,Atreus,71.811,1734.250,C,null,null,null,Other,0,Other
2936,Barcella,-23.703,1896.370,C,null,null,null,Other,0,Other
2937,Bearclaw,149.390,1723.540,C,null,null,null,Other,0,Other
2938,Brim,-24.525,1768.570,C,null,null,null,Other,0,Other
2939,Colleen,-146.566,1837.820,null,null,null,null,Other,0,Other
2940,Delios,-16.762,1804.930,C,null,null,null,Other,0,Other
2941,Foster,44.164,1733.180,C,null,null,null,Other,0,Other
2942,Gatekeeper,-22.586,1779.370,C,null,null,null,Other,0,Other
2943,Glory,99.292,1835.560,C,null,null,null,Other,0,Other
2944,Grant's Station,-66.810,1835.350,C,null,null,null,Other,0,Other
2945,Hector,151.375,1769.750,CIH,null,null,null,Other,0,Faction Capital
2946,Hellgate,40.343,1843.330,CSV,null,null,null,Other,0,Other
2947,Hoard,39.368,1879.720,C,null,null,null,Other,0,Other
2948,Huntress,49.223,1757.870,C,null,null,null,Other,0,Other
2949,Ironhold,46.182,1745.000,CJF,null,null,null,Other,0,Faction Capital
2950,Kirin,-23.601,1837.320,C,null,null,null,Other,0,Other
2951,Londerholm,-42.221,1872.680,CSJ,null,null,null,Other,0,Other
2952,Lum,5.819,1757.910,C,null,null,null,Other,0,Other
2953,Marshall,59.860,1792.140,C,null,null,null,Other,0,Other
2954,New Kent,120.807,1784.440,C,null,null,null,Other,0,Other
2955,Niles,118.994,1706.830,CHH,null,null,null,Other,0,Faction Capital
2956,Paxon,-70.799,1879.640,C,null,null,null,Other,0,Other
2957,Priori,3.761,1807.900,C,null,null,null,Other,0,Other
2958,Roche,67.865,1869.940,C,null,null,null,Other,0,Other
2959,Shadow,-2.016,1749.940,CFM,null,null,null,Other,0,Faction Capital
2960,Sheridan,125.943,1794.230,CSA,null,null,null,Other,0,Faction Capital
2961,Strana Mechty,32.300,1767.810,C,null,null,null,Other,0,Faction Capital
2962,Strato Domingo,10.796,1880.660,C,null,null,null,Other,0,Other
2963,Tamaron,-2.003,1856.990,CCY,null,null,null,Other,0,Faction Capital
2964,Tathis,85.610,1811.920,C,null,null,null,Other,0,Other
2965,Tiber,89.514,1876.730,C,null,null,null,Other,0,Other
2966,Tokasha,108.093,1728.420,C,null,null,null,Other,0,Other
2967,Tranquil,124.790,1757.880,C,null,null,null,Other,0,Other
2968,Vinton,7.675,1912.180,C,null,null,null,Other,0,Other
2969,York,-70.834,1807.010,C,null,null,null,Other,0,Other
2970,Zara,-78.675,1799.060,C,null,null,null,Other,0,Other
2971,Project Sagitarius Umbrella,-408.060,-493.992,null,null,null,null,Other,0,Other
2972,Aragon,-667.891,1127.930,NC,null,null,null,Other,0,Other
2973,Asturias,-719.505,1103.650,NC,null,null,null,Other,0,Faction Capital
2974,Castile,-657.867,1108.360,NC,null,null,null,Other,0,Other
2975,Córdoba,-689.778,1152.490,NC,null,null,null,Other,0,Other
2976,Galicia,-664.451,1143.650,NC,null,null,null,Other,0,Other
2977,Granada,-674.829,1162.570,NC,null,null,null,Other,0,Faction Capital
2978,León,-691.214,1103.010,NC,null,null,null,Other,0,Other
2979,Navarre,-713.918,1146.970,NC,null,null,null,Other,0,Other
2980,Valencia,-708.323,1123.770,NC,null,null,null,Other,0,Other
2981,Anklan,-862.507,780.810,HL,Region 4,null,null,Other,0,Other
2982,Antwerp,-669.491,870.414,HL,Region 7,null,null,Other,0,Other
2983,Bergen,-767.753,741.897,HL,Region 4,null,null,Other,0,Other
2984,Braunschweig,-687.588,850.591,HL,Region 6,null,null,Other,0,Other
2985,Bremen,-792.652,807.085,HL,Region 5,null,null,Other,0,Faction Capital
2986,Bruges,-787.026,886.420,HL,Region 3,null,null,Other,0,Other
2987,Danzig,-642.943,847.980,HL,Region 7,null,null,Other,0,Other
2988,Dorpat,-731.932,884.287,HL,Region 3,null,null,Other,0,Other
2989,Dortmund,-733.282,782.477,HL,Region 6,null,null,Other,0,Other
2990,Elbing,-831.863,819.224,HL,Region 5,null,null,Other,0,Other
2991,Falsterbo,-771.938,844.050,HL,Region 5,null,null,Other,0,Other
2992,Gateway,-720.792,643.114,HL,Region 9,null,null,Other,0,Other
2993,Goslar,-662.413,747.821,HL,Region 8,null,null,Other,0,Other
2994,Greifswald,-667.432,670.271,HL,Region 9,null,null,Other,0,Other
2995,Hamburg,-624.756,807.226,HL,Region 7,null,null,Other,0,Other
2996,Kalmar,-824.653,862.790,HL,Region 2,null,null,Other,0,Other
2997,Kampen,-739.714,907.185,HL,Region 3,null,null,Other,0,Other
2998,Köln,-705.919,721.723,HL,Region 8,null,null,Other,0,Other
2999,Köningsberg,-838.346,897.362,HL,Region 2,null,null,Other,0,Other
3000,Lübeck,-703.274,817.966,HL,Region 6,null,null,Other,0,Other
3001,Lynn,-761.893,684.440,HL,Region 9,null,null,Other,0,Other
3002,Novgorod,-760.155,940.824,HL,Region 1,null,null,Other,0,Other
3003,Riga,-863.429,860.108,HL,Region 2,null,null,Other,0,Other
3004,Stettin,-806.973,951.612,HL,Region 1,null,null,Other,0,Other
3005,Stralsund,-651.703,735.939,HL,Region 8,null,null,Other,0,Other
3006,Thorn,-774.430,666.562,HL,Region 9,null,null,Other,0,Other
3007,Tomalov,-664.713,780.279,HL,Region 8,null,null,Other,0,Other
3008,Visby,-811.278,740.338,HL,Region 4,null,null,Other,0,Other
3009,Wismar,-846.922,945.110,HL,Region 1,null,null,Other,0,Other
3010,Chaine Cluster,-235.003,568.796,CI,null,null,null,Other,0,Other
3011,Haublan,-200.599,580.452,CI,null,null,null,Other,0,Other
3012,Helios,-368.234,-411.400,null,null,null,null,Other,0,Other
3013,Idrmach,-166.642,584.489,CI,null,null,null,Other,0,Other
3014,Rondane,-223.796,583.816,CI,null,null,null,Other,0,Other
3015,Valerius,-452.990,-154.235,null,null,null,null,Other,0,Other
3016,Joppa,-27.019,-437.797,I,null,null,null,Other,0,Other
3017,Attenbrooks,-71.766,986.082,null,null,null,null,Other,0,Other
3018,Bazaar,23.578,754.886,null,null,null,null,Other,0,Other
3019,Cambridge Perimeter Defense Station,-300.827,640.810,null,null,null,null,Other,0,Other
3020,Ctesiphon,321.685,1044.940,null,null,null,null,Other,0,Other
3021,Epsilon Pegasus,405.006,601.855,CS,null,null,null,Other,0,Other
3022,Ghent,211.240,1164.480,null,null,null,null,Other,0,Other
3023,Gwithian,261.325,788.379,null,null,null,null,Other,0,Other
3024,Harris,-141.321,802.486,null,null,null,null,Other,0,Other
3025,Kinbrace,-396.134,863.646,null,null,null,null,Other,0,Other
3026,Nouveaux Paris,129.703,843.835,null,null,null,null,Other,0,Other
3027,Ramsey,-402.692,1025.940,null,null,null,null,Other,0,Other
3028,Salonika,436.242,973.818,null,null,null,null,Other,0,Other
3029,Santiago,-365.974,930.994,null,null,null,null,Other,0,Other
3030,St. Jean,-467.418,1066.010,I,null,null,null,Other,0,Other
3031,Star Cluster A51,750.508,1390.520,null,null,null,null,Other,0,Other
3032,Star Cluster P12,115.721,1304.580,null,null,null,null,Other,0,Other
3033,Star Cluster P24,-399.096,1520.530,null,null,null,null,Other,0,Other
3034,Suda Bay,245.026,947.691,null,null,null,null,Other,0,Other
3035,Theta Carinae Cluster,223.325,472.133,null,null,null,null,Other,0,Other
3036,Transfer Facility 4,293.320,669.005,null,null,null,null,Other,0,Other
3037,Transfer Station J239H2,-169.004,612.206,null,null,null,null,Other,0,Other
3038,Transfer Station P3,-112.410,885.647,null,null,null,null,Other,0,Other
3039,Transfer Station P9,-115.441,1037.660,null,null,null,null,Other,0,Other
3040,Trelleborg,109.262,920.570,null,null,null,null,Other,0,Other
3041,Trinity,-248.762,761.402,null,null,null,null,Other,0,Other
3042,Wark,-299.568,694.859,null,null,null,null,Other,0,Other
3043,Waystation 531,-742.558,1349.210,I,null,null,null,Other,0,Other
3044,Wolf Orbital 82,-103.853,683.813,null,null,null,null,Other,0,Other
3045,Argondale,-943.157,-574.845,null,null,null,null,Other,0,Other
3046,Brundams,-1877.428,-441.992,null,null,null,null,Other,0,Other
3047,Caesar's Crown,-636.130,-196.257,null,null,null,null,Other,0,Other
3048,Doggerbank,-994.668,-280.913,null,null,null,null,Other,0,Other
3049,Dorian's Tears,-1129.019,411.589,null,null,null,null,Other,0,Other
3050,Fröislandis,-1318.131,-642.285,null,null,null,null,Other,0,Other
3051,Gurgaldar,-1381.808,-296.583,null,null,null,null,Other,0,Other
3052,Heidrunn,-1877.204,279.173,null,null,null,null,Other,0,Other
3053,Interstellar Expeditions Base #14,-1499.962,326.190,null,null,null,null,Other,0,Other
3054,Joradian Cluster,-1778.657,585.464,null,null,null,null,Other,0,Other
3055,Kazlam,-1420.702,804.130,null,null,null,null,Other,0,Other
3056,Landrum,-1127.445,-574.129,null,null,null,null,Other,0,Other
3057,Malador Cluster,-1045.933,-381.236,null,null,null,null,Other,0,Other
3058,Refuel Base Gamma,-1098.460,-238.280,null,null,null,null,Other,0,Other
3059,Rim Worlds Republic Outpost #27,-753.184,444.833,I(H),null,null,null,Other,0,Other
3060,St. Andreas,-582.627,-365.812,I,null,null,null,Other,0,Other
3061,Star Cluster 814,-1022.697,-449.467,null,null,null,null,Other,0,Other
3062,Tansalir,-1550.813,-513.952,null,null,null,null,Other,0,Other
3063,The Eyes in the Dark,-936.001,297.243,null,null,null,null,Other,0,Other
3064,Union of Samoyedic Colonies,-896.324,34.810,I,null,null,null,Other,0,Other
3065,Illizi,-1026.588,148.021,AP,null,null,null,Other,0,Other
3066,Kapoeta,-1011.211,191.447,AP,null,null,null,Other,0,Other
3067,Kebili,-962.728,113.212,AP,null,null,null,Other,0,Other
3068,Kefya,-1034.065,178.625,AP,null,null,null,Other,0,Other
3069,Ksabi,-1039.027,114.739,AP,null,null,null,Other,0,Other
3070,Mostaganem,-996.507,100.034,AP,null,null,null,Other,0,Other
3071,Nyamlell,-999.990,149.702,AP,null,null,null,Other,0,Other
3072,Saidia,-1008.157,124.202,AP,null,null,null,Other,0,Other
3073,Shahhat,-972.832,139.663,AP,null,null,null,Other,0,Other
3074,Tadjoura,-995.551,174.925,AP,null,null,null,Other,0,Other
3075,Thala,-958.097,167.247,AP,null,null,null,Other,0,Faction Capital
3076,Tizga,-1037.368,129.592,AP,null,null,null,Other,0,Other
3077,Beta Salandor,1256.483,-448.976,null,null,null,null,Other,0,Other
3078,Drachenfeld,1182.593,-105.931,null,null,null,null,Other,0,Other
3079,Interstellar Expeditions Base #6,1285.293,-178.440,null,null,null,null,Other,0,Other
3080,Mauna Loa,1026.493,-119.158,null,null,null,null,Other,0,Other
3081,SLSC A0V.4900,852.930,538.756,null,null,null,null,Other,0,Other
3082,New Sierra,826.205,76.764,I,null,null,null,Other,0,Other
3083,Rest Stop,801.741,326.974,IE,null,null,null,Other,0,Other
3084,Richmond's World,896.113,28.780,IE,null,null,null,Other,0,Other
3085,Rim Worlds Republic Outpost #4,1721.920,424.910,null,null,null,null,Other,0,Other
3086,Rim Worlds Republic Outpost #7,1629.675,-73.499,null,null,null,null,Other,0,Other
3087,Rover,823.243,207.546,IE,null,null,null,Other,0,Other
3088,Shady Palms,802.291,-161.951,I,null,null,null,Other,0,Other
3089,Star Cluster 1108,1871.129,-672.867,null,null,null,null,Other,0,Other
3090,Star Cluster 643,1937.373,-172.023,null,null,null,null,Other,0,Other
3091,Star Cluster 65,803.804,-592.682,null,null,null,null,Other,0,Other
3092,Star Cluster Briceno 1,1311.726,-570.293,null,null,null,null,Other,0,Other
3093,T Cephei,617.691,-308.884,null,null,null,null,Other,0,Other
3094,The Swan's Eye,640.870,-617.090,null,null,null,null,Other,0,Other
3095,Anglia,994.464,204.918,NDC,null,null,null,Other,0,Other
3096,Belgae,955.579,211.301,NDC,null,null,null,Other,0,Other
3097,Dania,943.981,203.809,NDC,null,null,null,Other,0,Other
3098,Halkidik,982.329,202.082,NDC,null,null,null,Other,0,Other
3099,Helvetia,976.698,187.646,NDC,null,null,null,Other,0,Other
3100,Hibernia,967.687,219.345,NDC,null,null,null,Other,0,Other
3101,Karpathos,964.972,194.704,NDC,null,null,null,Other,0,Other
3102,Lemnos,990.469,192.538,NDC,null,null,null,Other,0,Other
3103,New Delphi,972.508,204.047,NDC,null,null,null,Other,0,Faction Capital
3104,Thasos,950.140,195.785,NDC,null,null,null,Other,0,Other
3105,Aurigae,868.618,-1226.970,null,null,null,null,Other,0,Other
3106,Beehive Cluster,-405.294,-709.228,null,null,null,null,Other,0,Other
3107,Chaffee,275.835,-1758.010,null,null,null,null,Other,0,Other
3108,Death's Gaze Cluster,487.197,-1708.990,null,null,null,null,Other,0,Other
3109,Fager,91.054,-1591.960,null,null,null,null,Other,0,Other
3110,Farhome,516.910,-613.715,I(H),null,null,null,Other,0,Other
3111,Frobisher,-370.480,-470.316,I,null,null,null,Other,0,Other
3112,Horgens,216.121,-1190.310,null,null,null,null,Other,0,Other
3113,Interstellar Expeditions Base #22,-734.294,-1753.110,null,null,null,null,Other,0,Other
3114,Knechee,-591.179,-1793.430,null,null,null,null,Other,0,Other
3115,Leviathans Rest,-141.071,-1921.200,null,null,null,null,Other,0,Other
3116,Melidron,-602.567,-971.910,null,null,null,null,Other,0,Other
3117,Midden,-290.982,-590.604,I,null,null,null,Other,0,Other
3118,Mizdargh,399.560,-1338.760,null,null,null,null,Other,0,Other
3119,Nebula D77,705.298,-1815.020,null,null,null,null,Other,0,Other
3120,Pharos,-126.584,-785.920,I,null,null,null,Other,0,Other
3121,Rim Worlds Republic Outpost #11,777.948,-1438.220,null,null,null,null,Other,0,Other
3122,Saggina,-605.874,-2003.900,null,null,null,null,Other,0,Other
3123,Star Cluster 1108,528.249,-1890.270,null,null,null,null,Other,0,Other
3124,Star Cluster 752,61.500,-1374.510,null,null,null,null,Other,0,Other
3125,Star Cluster 889,-104.805,-1724.990,null,null,null,null,Other,0,Other
3126,Able's Glory,-539.230,124.701,null,null,null,null,Other,0,Other
3127,Moroney,-493.084,155.743,null,null,null,null,Other,0,Other
3128,Albaracht,492.596,-458.249,null,null,null,null,Other,0,Other
3129,Ålborg,552.551,499.127,JF,null,null,null,Other,0,Other
3130,Appian,44.177,-466.730,null,null,null,null,Other,0,Other
3131,Carcri,701.769,-110.366,null,null,null,null,Other,0,Other
3132,Cephei,688.652,-80.350,null,null,null,null,Other,0,Other
3133,Franmalin,415.723,-473.186,null,null,null,null,Other,0,Other
3134,Fylovar,461.378,-489.791,null,null,null,null,Other,0,Other
3135,Hamar,591.896,495.130,JF,null,null,null,Other,0,Other
3136,Hofn,600.099,545.503,JF,null,null,null,Other,0,Other
3137,Mandalas,66.781,-443.797,null,null,null,null,Other,0,Other
3138,Pegasi,677.614,-134.353,null,null,null,null,Other,0,Other
3139,Trondheim,576.252,526.423,JF,null,null,null,Other,0,Other
3140,Lamar,14.737,266.678,null,null,null,null,Other,0,Other
3141,Juniper,9.735,131.747,null,null,null,null,Other,0,Other
3142,Fable,193.351,-192.472,null,null,null,null,Other,0,Other
3143,Polybius,43.815,-463.198,null,null,null,null,Other,0,Other
3144,Amnesty,-49.228,-428.669,null,null,null,null,Other,0,Other
3145,Contrilla,43.754,-496.461,null,null,null,null,Other,0,Other
3146,Eliat,250.635,-449.586,null,null,null,null,Other,0,Other
3147,Taygete,-26.222,-481.287,null,null,null,null,Other,0,Other
3148,Alamagordo,-68.808,-370.654,null,null,null,null,Other,0,Other
3149,Alloway,-9.612,-448.595,null,null,null,null,Other,0,Other
3150,Balawat,-51.228,-506.559,null,null,null,null,Other,0,Other
3151,Bellerophon,11.476,-468.335,null,null,null,null,Other,0,Other
3152,Bonavista,-51.614,-444.246,null,null,null,null,Other,0,Other
3153,Cassilda,-79.797,-411.578,null,null,null,null,Other,0,Other
3154,Chaadan,17.632,-508.408,null,null,null,null,Other,0,Other
3155,Don't,37.307,-489.190,null,null,null,null,Other,0,Other
3156,Highwater,60.020,-495.053,null,null,null,null,Other,0,Other
3157,Nuncavoy,44.256,-445.908,null,null,null,null,Other,0,Other
3158,Sacromonte,57.382,-458.765,null,null,null,null,Other,0,Other
3159,Ahlat,206.919,-508.093,null,null,null,null,Other,0,Other
3160,Fairuza,145.456,-485.732,null,null,null,null,Other,0,Other
3161,Gaucin,160.675,-497.901,null,null,null,null,Other,0,Other
3162,Peratallada,141.452,-505.407,null,null,null,null,Other,0,Other
3163,Pyrrhus,206.862,-446.144,null,null,null,null,Other,0,Other
3164,Tarragona,117.109,-512.359,null,null,null,null,Other,0,Other
3165,Tiburon,76.261,-505.886,null,null,null,null,Other,0,Other
